County, Cases, LISA, ClusterType, PValue, Significance
Siskiyou , 0.0 , -0.03077532215103306 , 2 , 0.3758 , False
Del Norte , 0.0 , -0.491412402089076 , 2 , 0.1127 , True
Modoc , 0.0 , 0.37228212279475453 , 3 , 0.2104 , False
Trinity , 1.0 , -0.059181275413879034 , 2 , 0.1399 , False
Shasta , 0.0 , 0.3242990936345417 , 3 , 0.0749 , False
Lassen , 0.0 , 0.37228212279475453 , 3 , 0.1211 , False
Humboldt , 6.0 , 0.216817108315665 , 1 , 0.3488 , False
Tehama , 0.0 , 0.08438394783347766 , 3 , 0.4443 , False
Plumas , 0.0 , 0.3722821227947545 , 3 , 0.0365 , False
Butte , 0.0 , 0.3722821227947545 , 3 , 0.039 , True
Glenn , 0.0 , 0.02680431284122234 , 3 , 0.4824 , False
Sierra , 0.0 , 0.15635849157379691 , 3 , 0.3973 , False
Yuba , 0.0 , 0.2283330353141161 , 3 , 0.1966 , False
Lake , 1.0 , -0.10051065786387567 , 2 , 0.038 , False
Nevada , 3.0 , -0.491412402089076 , 4 , 0.0001 , False
Colusa , 0.0 , 0.25712285281024383 , 3 , 0.2046 , False
Mendocino , 5.0 , 1.1336128521367976 , 1 , 0.0543 , True
Sutter , 0.0 , 0.2283330353141161 , 3 , 0.2049 , False
Placer , 0.0 , -0.03077532215103306 , 2 , 0.3829 , False
El Dorado , 2.0 , -0.04612989148230114 , 4 , 0.4194 , False
Yolo , 1.0 , 0.019127028175588284 , 3 , 0.3695 , False
Alpine , 0.0 , 0.14196358282573304 , 3 , 0.369 , False
Sonoma , 8.0 , 1.0555604580361848 , 1 , 0.1493 , False
Napa , 3.0 , 0.45865157528313755 , 1 , 0.1408 , False
Sacramento , 2.0 , -0.1051490173493629 , 4 , 0.153 , False
Mono , 0.0 , 0.37228212279475453 , 3 , 0.0725 , False
Amador , 2.0 , -0.07760675861140075 , 4 , 0.3098 , False
Solano , 0.0 , -0.4434293729288631 , 2 , 0.0485 , True
Calaveras , 0.0 , 0.25712285281024383 , 3 , 0.2061 , False
Tuolumne , 0.0 , 0.3722821227947545 , 3 , 0.0227 , True
San Joaquin , 0.0 , 0.002127326415970029 , 3 , 0.4653 , False
Marin , 3.0 , 0.6486643707575802 , 1 , 0.0762 , True
Contra Costa , 0.0 , -0.4502840913803222 , 2 , 0.0278 , True
Stanislaus , 0.0 , 0.16664056925098536 , 3 , 0.2563 , False
Alameda , 3.0 , -0.11138681114019057 , 4 , 0.3924 , False
Mariposa , 0.0 , 0.37228212279475453 , 3 , 0.118 , False
Madera , 0.0 , 0.37228212279475453 , 3 , 0.0669 , False
San Francisco , 4.0 , 0.12468969232805643 , 1 , 0.3715 , True
San Mateo , 0.0 , -0.6353614895697145 , 2 , 0.0251 , False
Merced , 0.0 , 0.29002550137724686 , 3 , 0.0535 , False
Fresno , 0.0 , 0.33629485092459493 , 3 , 0.026 , True
Santa Clara , 2.0 , -0.023646414961515715 , 4 , 0.4489 , False
Inyo , 0.0 , 0.19954321781798842 , 3 , 0.2853 , False
Santa Cruz , 5.0 , -0.6545547012337996 , 4 , 0.2168 , False
San Benito , 0.0 , -0.030775322151033038 , 2 , 0.4063 , False
Tulare , 1.0 , 0.051755488004532994 , 3 , 0.3035 , False
Kings , 0.0 , 0.19954321781798842 , 3 , 0.2882 , False
Monterey , 0.0 , 0.0843839478334777 , 3 , 0.3719 , False
San Bernardino , 0.0 , -0.3186734971123099 , 2 , 0.1261 , False
Kern , 2.0 , 0.11125444416319687 , 1 , 0.1456 , False
San Luis Obispo , 0.0 , 0.0843839478334777 , 3 , 0.4045 , False
Ventura , 4.0 , 1.832245756709496 , 1 , 0.0179 , False
Santa Barbara , 2.0 , 0.11125444416319687 , 1 , 0.2177 , False
Riverside , 0.0 , -0.059565139647160724 , 2 , 0.3322 , False
Orange , 1.0 , -0.14401527096913525 , 2 , 0.0387 , True
Imperial , 0.0 , -0.34746331460843755 , 2 , 0.1574 , True
Los Angeles , 9.0 , 0.7839765129893804 , 1 , 0.2181 , False
San Diego , 5.0 , -0.7921060514930762 , 4 , 0.2214 , False
